Hastane,Toplantı No,Toplantı Tarihi,Alınan Kararlar,İlgii Kategori,Sorumlu,Mevcut Durum,Termin,Tamamlanma Tarihi,Sonuç / Açıklama / Değerlendirme,Öncelik Seviyesi
Liv Ulus,2026-03,3/27/26,"İlkyardımcı sayımızın personel sayımızın onda biri yaklaşık olarak 70 kişi olması gerekmektedir. İlkyardımcı sayımız 24 adettir. Eksik kalan 46 ilkyardımcı sayısının tamamlanması için ilkyardım eğitimi aldırılması,",Diğer,Tüm Birimler,Devam Ediyor,,,"Ağustos ve Eylül aylarında ilkyardımcı eğitimlerinin planlanmasına karar verildi. Hastane içinden ruhsat alınması durumunda eğitim verilmesi ile ilgili destek alınması mümkün olabileceği ve İK Şehriban hanımın merkez göztepe ile süreç hakkında bilgi alabileceği konuşuldu. // Başhekimlik tarafından, Sağlık bakanlığından gelen yazıya istinaden Çalışma bakanlığı ile iletişime geçildi. Çalışma Bakanlığından dönüş beklenmektedir.",Orta
Liv Ulus,2026-03,3/27/26,Radyasyonlu alanlarda kişisel dozimetre sonuçları,Diğer,Tüm Birimler,Devam Ediyor,,Sürekli,Hüseyin bey tarafından 15.01.2026 tarihinde iletilen ölçüm sonuçlarının uygun olduğu belirtildi.,Düşük
Liv Ulus,2026-03,3/27/26,"Çalışanların zarar görme risklerinin azaltılması ve riskli alanlarda çalışanlara yönelik gerekli önlemlerin alınması,",Diğer,Tüm Birimler,Devam Ediyor,,Sürekli,Çalışmalara yapılan bina turlarında bakılmakta bulgu görülmesi halinde ilgili birimlere yazılı olarak bildirim yapılmaktadır.,Yüksek Riskli
Liv Ulus,2026-03,3/27/26,Şiddete maruz kalma risklerinin azaltılması için beyaz kod sürecimiz mevcuttur. Şiddete maruz kalan çalışanlarımız olur ise ikinci mağdur prosedürü uygulanmaktadır.,Diğer,Tüm Birimler,Devam Ediyor,,Sürekli,Şubat ayında bir adet beyaz kod yaşanmıştır.,Yüksek Riskli
Liv Ulus,2026-03,3/27/26,"Kesici delici alet yaralanması, kan ve vücut sıvıları ile bulaş ve tehlikeli maddeye maruziyet takibi her ay düzenli olarak yapılmaktadır. Olayların yaşanması durumunda hızlıca müdahale edilerek, tedavileri yapılmakta ve sonrasında eğitim verilmektedir.",Diğer,Tüm Birimler,Devam Ediyor,,Sürekli,"Şubat ayında 6 adet iş kazası olmuştur. 1 adet çalışana şiddet, 1 adet burkulma, 2 adet çarpma/travma, ve 2 adet Kan ve Vücut Sıvıları İle Bulaşı iş kazası yaşanmıştır. Çalışanların muayene ve kontrolleri yapılmış olup kaza sonrası eğitimleri verilecektir. Kök neden çalışması devam ediyor.",Kritik
Liv Ulus,2026-04,4/28/26,"Taşeron işe girişleri sonrasında personellerin Oryantasyon eğitimlerinin verilmesi,",Diğer,İnsan Kaynakları,Devam Ediyor,,,Güncellenen eğitim yönetmeliği hakkında bilgilendirme yapıldı. Proje yöneticileri her iş başında 15 gün içerisinde İSG birimine Temel eğitim ve KKD zimmet formlarını teslim edecek. Oryantasyon eğitimine katılım sağlanacak.,Orta
Liv Ulus,2026-04,4/28/26,"Yangın tesisat raporunun 'Elektrikli pompa devreye girmemektedir' notuyla kullanımının uygun olmaması,",Yangın Güvenliği,Teknik Hizmetler,Devam Ediyor,5/28/26,,"Arıza giderildi, firma ile iletişime geçildi rapor uygun olarak iletilecek.",Kritik
Liv Ulus,2026-04,4/28/26,"2026 Hap çalışmaları,",Acil Durum Yönetimi,Tüm Birimler,Devam Ediyor,5/1/26,,31.03.2025 tarihine Hap toplantısı yapıldı. / HAP'ın güncel bilgisi hakkında bilgi verildi.,Kritik
Liv Ulus,2026-04,4/28/26,"Kimyasal madde envanter çalışması,",Çevre Yönetimi,Tüm Birimler,Devam Ediyor,4/10/26,,"Hali hazırda kullanılan kimyasalların MSDS formları hazır, güncellenecek malzemelerin onayı bekleniyor. /İdari işler MSDS' leri iletecek.",Yüksek Riskli
Liv Ulus,2026-04,4/28/26,"Personel servisinde servis sorumluları belirlenip görev tanımları imzalatılmalı, servise binen personel bilgileri görünür şekilde asılmalı,",Diğer,İdari İşler ve Destek Hizmetleri,Devam Ediyor,5/27/26,,"Servis sorumluluları belirlenip, mail ve whatsapp grubu üyeleri yenilenecek, servis sorumlularının bilgileri araç içine görünür yere asılacak. Personellerin hangi aracı kullanacağının bilgileri servise görünür yere asılacak. Servis denetimlerine servis sorumluları destek sağlayacak.",Düşük
Liv Ulus,2026-04,4/28/26,"Yangın tahliye basınçlandırma fanlarının bakım, kontrol ve periyodik muayene raporunun bulunmaması,",Yangın Güvenliği,Teknik Hizmetler,Tamamlandı,4/30/26,4/30/26,Merkeze talep açıldı onaylanması için bekleniyor. // Tekrar talep açılacak. / Muayeneler yapıldı rapor bekleniyor. / Raporlar incelenmiş olup kullanımı uygundur.,Kritik
Liv Ulus,2026-04,4/28/26,"Kapalı otopark alanında bulunan karbonmonoksit dedektörlerinin bakım ve kontrol kayıtlarının bulunmaması,",Yangın Güvenliği,Teknik Hizmetler,Devam Ediyor,5/28/26,,Firma keşif yapacak ve talep açılacak. // Şubat ayındaki bakımda bakılacak. / Talep açıldı merkezden onay bekleniyor. / Yeni karbonmonoksit dedektörlerinin montajına başladı. / Kablo bağlantısı yapılacak.,Kritik
Liv Ulus,2026-04,4/28/26,Ameliyathane de bulunan acil durumda kırılarak tahliyeyi sağlayacak olan gizli geçit bölümün ardında yan yana üç adet atık konteynerleri bulunmakta ve atıklar yan oda penceresinden atılmaktadır. Tahliye koridoru üzerinde atık konteynerleri konumlandırılması,Acil Durum Yönetimi,Teknik Hizmetler,Devam Ediyor,6/30/26,,"Madde görüşülmüş olup teknik değerlendirme gerektirdiğinden karar alınamamış olup, bir sonraki kurul toplantısında tekrar görüşülmesine karar verilmiştir.",Kritik
Liv Ulus,2026-04,4/28/26,"Tahliye ve yangın tatbikatında görülen eksiklikler, Telsizler hastane genelinde çekmemesi,",Acil Durum Yönetimi,Teknik Hizmetler,Devam Ediyor,26.11.2025 / 26.11.2025 / 20.03.2026 / 25.05.2026,,Telsizlerin özellikleri belirlenerek satın alması gerçekleştirilecek. / Süreç teknik hizmetler tarafından yürütülecek. // Telsizlerin alımları konusu yeni yılda tekrar merkez ile görüşülecek. / Merkezden tedarik bekleniyor.,Kritik
Liv Ulus,2026-04,4/28/26,"18 Şubat 2022 tarih ve 31754 sayılı İş Ekipmanlarının Kullanımında Sağlık Ve Güvenlik Şartları Yönetmeliğinde Değişiklik Yapılmasına Dair Yönetmelik ile Endüstriyel Kapıların ve Endüstriyel Rafların Periyodik Kontrolünün TS EN 15635 standardı kapsamında yılda en az bir defa yaptırılması zorunlu hale gelmiştir. Endüstriyel kapı ve rafların periyodik muayenelerinin yaptırılması,",Diğer,Teknik Hizmetler,Devam Ediyor,4/25/26,,Bu yılkı periyodik muayenelerin yenilenmesi sırasında İbrahim bey tarafından yaptırılmıştır. / Muayene yapıldı rapor bekleniyor. / Raporlar incelenmiş olup kullanımı uygundur.,Yüksek Riskli
Liv Ulus,2026-04,4/28/26,"Hastanemizin asansörlerinin rengi mavidir. Tüm bakımları yapılmasına rağmen asansörde yaşanacak olan bir kaza, etiket renginin mavi olması nedeniyle, muayene sonrası gerekli eksiklikleri giderilmediği için işyeri adına kusur olarak değerlendirilecektir. Asansörlerin muayenesinde belirtilen eksikliklerin giderilerek yeşil etikete sahip olması,",Diğer,Teknik Hizmetler,Devam Ediyor,,,Belirtilen eksiklikler için Teknik Hizmetlerin çalışma başlattığı ve sürecin takip edildiği belirtildi. // Asansör eksiklikleri belirleyecek firma gelecek ve fiyat belirlenecek. / 12 no'lu numara sesli uyarı aktif edildi. /,Kritik
Liv Ulus,2026-04,4/28/26,"Kişisel Koruyucu donanım tedariği, teslimi ve kullanımı, teknik hizmetler yüksekte çalışma ve KKD kontrolü,",Diğer,Tüm Birimler,Devam Ediyor,,Sürekli,"Her personelin KKD teslim sürecinde zimmet formu ıslak imza altına alınıp İK birimine teslim edilmesi. // İSGF-04-03 kişisel koruyucu donanım formu her işe girişlerde İK birimi tarafından doldurulacak. Eski personellere İK tarafından çıktıları verilen KKD formları doldurulup İK'ya teslim edilecek. Süreç İK üzerinden yönetilecek. // Misafir Hizmetleri, Otelcilik, Satın alma tamamlanacak.",Riskli
Liv Ulus,2026-04,4/28/26,"Depolama alanında kullanılan kimyasalların altında dökülme, sızma durumunda çevreye yayılmaması için taşma tavasının olmaması",Diğer,İnsan Kaynakları,Devam Ediyor,4/27/26,,Teknik hizmetler talep oluşturacak. / Talep açıldı. / Kimyasal dolaplar temin edildi. Taşma tavaları için sipariş geçilecek. / Merkez satın almada fiyatlandırma sürecinde.,Yüksek Riskli
Liv Ulus,2026-04,4/28/26,"Araç kullanan çalışanların, araç kullanımından kaynaklı riskler hakkında eğitim ve bilgilendirme zorunluluğu bulunmaktadır. Konuyla ilgili uygulama “Güvenli Sürüş Eğitimi” olarak tanımlanmakta olup yetkili firmalar tarafından teorik ve uygulamalı olmak üzere iki adımda verilmesi,",Diğer,Tüm Birimler,Devam Ediyor,4/27/26,,"Şoför işe alım kriterlerine madde olarak eklendi. Mevcutta çalışan personellere belgenin aldırılmasının, bir yıl içinde işten ayrılmaları durumunda ücretin iade alınmasının kurulda uygun bulunduğu karara bağlandı. Konunun Genel Müdürümüze taşınılmasına karar verildi. // 3 personele eğitim aldırılacak, süreçlerin nasıl işleneceği belirlenecek. // 4. personel Nisan ayında başladıktan sonra süreç başlayacaktır.",Yüksek Riskli
Liv Ulus,2026-04,4/28/26,Taşeron hizmeti aldığımız firmaların İSG Doküman kontrolünün yapılması,Diğer,İdari İşler ve Destek Hizmetleri,Devam Ediyor,4/27/26,Sürekli,"Taşeron firmalarımıza 28.08.2025 tarihinde İSG Doküman kontrolü ve belgeler ile ilgili mail gönderilmiştir. İnceleme tamamlanmış, raporları hazırlanmıştır.Firmalarının döküman kontrolü tamamlanmış ve İdari İşler ve Destek Hizmetleri Müdürlüğüne raporlar gönderilmiştir. / Majör konular bulunmaktadır. Aşçıların mesleki yeterlilik belgelerinin bulunmaması, servis şoförlerinin scr, psikoteknik ve ehliyetlerininde eksiklikler bulunmaması, vale çalışanlarının ehliyetlerinin bulunmaması vb.",Riskli
Liv Ulus,2026-04,4/28/26,"Personel listemizin tamamının Temel İSG eğitimlerinin tamamlanması ve eğitim sonu sertifikalarının düzenlenerek belgelenmesi,",Diğer,İnsan Kaynakları,Devam Ediyor,,Sürekli,"Temel İSG Eğitimlerinin başlatılmasına , sertifikalarının imzalanarak İnsan Kaynaklarına teslim edilmesine karar verildi. Eğitimlerimiz devam etmektedir. Son personel listesi güncellemesinin ardından 622 personelimizin 579 tanesine eğitim verilmiştir. Personellerimizin % 93,09'unun eğitimi tamamlanmıştır. Özgür beyin kararıyla süreç İnsan Kaynakları Müdürlüğüne devredilmiştir. // Yıllık yenileme eğitimlerine yüz yüze devam edilecektir.",Orta
Liv Ulus,2026-04,4/28/26,"Bir yılı geçirmiş olan çalışanların sağlık periyodik muayenelerinin takibi,",Diğer,İşyeri Sağlık Birimi,Devam Ediyor,,Sürekli,"Belirli aylarda muayeneleri yapılmakta devam ediyor, yılbaşında bir takvim yapılıp ona göre ilerlenmektedir, eksik olan birkaç bölümünde süreci devam ediyor.",Yüksek Riskli
Liv Ulus,2026-04,4/28/26,"İlkyardımcı sayımızın personel sayımızın onda biri yaklaşık olarak 70 kişi olması gerekmektedir. İlkyardımcı sayımız 24 adettir. Eksik kalan 46 ilkyardımcı sayısının tamamlanması için ilkyardım eğitimi aldırılması,",Diğer,Tüm Birimler,Tamamlandı,,4/25/26,"AAğustos ve Eylül aylarında ilkyardımcı eğitimlerinin planlanmasına karar verildi. Hastane içinden ruhsat alınması durumunda eğitim verilmesi ile ilgili destek alınması mümkün olabileceği ve İK Şehriban hanımın merkez göztepe ile süreç hakkında bilgi alabileceği konuşuldu. // Başhekimlik tarafından, Sağlık bakanlığından gelen yazıya istinaden Çalışma bakanlığı ile iletişime geçildi. Çalışma Bakanlığından dönüş beklenmektedir. / Çalışma bakanlığından dönüş yapıldı ilkyardımcı personeller sağlık personellerinden belirlenebilir.",Orta
Liv Ulus,2026-04,4/28/26,Radyasyonlu alanlarda kişisel dozimetre sonuçları,Diğer,Tüm Birimler,Devam Ediyor,,Sürekli,Hüseyin bey tarafından 15.01.2026 tarihinde iletilen ölçüm sonuçlarının uygun olduğu belirtildi.,Düşük
Liv Ulus,2026-04,4/28/26,"Çalışanların zarar görme risklerinin azaltılması ve riskli alanlarda çalışanlara yönelik gerekli önlemlerin alınması,",Diğer,Tüm Birimler,Devam Ediyor,,Sürekli,Çalışmalara yapılan bina turlarında bakılmakta bulgu görülmesi halinde ilgili birimlere yazılı olarak bildirim yapılmaktadır.,Yüksek Riskli
Liv Ulus,2026-04,4/28/26,Şiddete maruz kalma risklerinin azaltılması için beyaz kod sürecimiz mevcuttur. Şiddete maruz kalan çalışanlarımız olur ise ikinci mağdur prosedürü uygulanmaktadır.,Diğer,Tüm Birimler,Devam Ediyor,,Sürekli,Mart ayında beyaz kod yaşanmamıştır.,Yüksek Riskli
Liv Ulus,2026-04,4/28/26,"Kesici delici alet yaralanması, kan ve vücut sıvıları ile bulaş ve tehlikeli maddeye maruziyet takibi her ay düzenli olarak yapılmaktadır. Olayların yaşanması durumunda hızlıca müdahale edilerek, tedavileri yapılmakta ve sonrasında eğitim verilmektedir.",Diğer,Tüm Birimler,Devam Ediyor,,Sürekli,"Mart ayında 6 adet iş kazası olmuştur. 2 adet kesici delici alet yaralanması 2 adet çalışan yaralanması, 1 adet düşme, ve 1 adet Kan ve Vücut Sıvıları İle Bulaşı iş kazası yaşanmıştır. Çalışanların muayene ve kontrolleri yapılmış olup kaza sonrası eğitimleri verilecektir. Kök neden çalışması devam ediyor.",Kritik
Liv Ulus,2026-05,5/22/26,"Kısa süreli hizmet veren dış firma çalışanlarıyla İSG süreçlerinin yürülmesi,",Diğer,Tüm Birimler,Devam Ediyor,,,"Geçici işe giriş yapılacak personellerde geçici görevlendirme prosedürü uygulanacak, ilgili firmadan gerekli evraklar temin edildikten sonra işe başlanacak.",Düşük
Liv Ulus,2026-05,5/22/26,"Taşeron işe girişleri sonrasında personellerin Oryantasyon eğitimlerinin verilmesi,",Diğer,İnsan Kaynakları,Devam Ediyor,,,Güncellenen eğitim yönetmeliği hakkında bilgilendirme yapıldı. Proje yöneticileri her iş başında 15 gün içerisinde İSG birimine Temel eğitim ve KKD zimmet formlarını teslim edecek. Oryantasyon eğitimine katılım sağlanacak.,Orta
Liv Ulus,2026-05,5/22/26,"Yangın tesisat raporunun 'Elektrikli pompa devreye girmemektedir' notuyla kullanımının uygun olmaması,",Yangın Güvenliği,Teknik Hizmetler,Tamamlandı,5/28/26,5/22/26,"Arıza giderildi, firma ile iletişime geçildi rapor uygun olarak iletilecek. / Muayene raporu uygun olarak temin edildi.",Kritik
Liv Ulus,2026-05,5/22/26,"2026 Hap çalışmaları,",Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,5/1/26,,31.03.2025 tarihine Hap toplantısı yapıldı. / HAP'ın güncel bilgisi hakkında bilgi verildi.,Kritik
Liv Ulus,2026-05,5/22/26,"Kimyasal madde envanter çalışması,",Çevre Yönetimi,Tüm Birimler,Devam Ediyor,4/10/26,,"Hali hazırda kullanılan kimyasalların MSDS formları hazır, güncellenecek malzemelerin onayı bekleniyor. /İdari işler MSDS' leri iletecek.",Yüksek Riskli
Liv Ulus,2026-05,5/22/26,"Personel servisinde servis sorumluları belirlenip görev tanımları imzalatılmalı, servise binen personel bilgileri görünür şekilde asılmalı,",Diğer,İdari İşler ve Destek Hizmetleri,Devam Ediyor,5/27/26,,"Servis sorumluluları belirlenip, mail ve whatsapp grubu üyeleri yenilenecek, servis sorumlularının bilgileri araç içine görünür yere asılacak. Personellerin hangi aracı kullanacağının bilgileri servise görünür yere asılacak. Servis denetimlerine servis sorumluları destek sağlayacak. / Servise binen personellerin bilgileri alınacak. İşe girişlerde İK tarafından personel bilgileri tutulacak.",Düşük
Liv Ulus,2026-05,5/22/26,"Kapalı otopark alanında bulunan karbonmonoksit dedektörlerinin bakım ve kontrol kayıtlarının bulunmaması,",Yangın Güvenliği,Teknik Hizmetler,Tamamlandı,5/28/26,5/10/26,Merkeze talep açıldı onaylanması için bekleniyor. // Tekrar talep açılacak. / Muayeneler yapıldı rapor bekleniyor. / Raporlar incelenmiş olup kullanımı uygundur.,Kritik
Liv Ulus,2026-05,5/22/26,Ameliyathane de bulunan acil durumda kırılarak tahliyeyi sağlayacak olan gizli geçit bölümün ardında yan yana üç adet atık konteynerleri bulunmakta ve atıklar yan oda penceresinden atılmaktadır. Tahliye koridoru üzerinde atık konteynerleri konumlandırılması,Acil Durum Yönetimi,Teknik Hizmetler,Devam Ediyor,6/30/26,,"Madde görüşülmüş olup teknik değerlendirme gerektirdiğinden karar alınamamış olup, bir sonraki kurul toplantısında tekrar görüşülmesine karar verilmiştir.",Kritik
Liv Ulus,2026-05,5/22/26,"Tahliye ve yangın tatbikatında görülen eksiklikler, Telsizler hastane genelinde çekmemesi,",Acil Durum Yönetimi,Teknik Hizmetler,Tamamlandı,26.11.2025 / 26.11.2025 / 20.03.2026 / 25.05.2026,5/11/26,Telsizlerin özellikleri belirlenerek satın alması gerçekleştirilecek. / Süreç teknik hizmetler tarafından yürütülecek. // Telsizlerin alımları konusu yeni yılda tekrar merkez ile görüşülecek. / Merkezden tedarik bekleniyor. / Telsizler temin edildi.,Kritik
Liv Ulus,2026-05,5/22/26,"18 Şubat 2022 tarih ve 31754 sayılı İş Ekipmanlarının Kullanımında Sağlık Ve Güvenlik Şartları Yönetmeliğinde Değişiklik Yapılmasına Dair Yönetmelik ile Endüstriyel Kapıların ve Endüstriyel Rafların Periyodik Kontrolünün TS EN 15635 standardı kapsamında yılda en az bir defa yaptırılması zorunlu hale gelmiştir. Endüstriyel kapı ve rafların periyodik muayenelerinin yaptırılması,",Diğer,Teknik Hizmetler,Tamamlandı,4/25/26,5/1/26,Bu yılkı periyodik muayenelerin yenilenmesi sırasında İbrahim bey tarafından yaptırılmıştır. / Muayene yapıldı rapor bekleniyor. / Raporlar incelenmiş olup kullanımı uygundur.,Yüksek Riskli
